TŞ00727	MADALYON DOMATES TOHUMU	874
TŞ00011	BOLGAN DOMATES TOHUMU	736
TŞ00037	TESLA BİBER TOHUMU	15.727
TY00471	ALPEREN BİBER TOHUMU	3.374
TŞ00832	YILDIZ HIYAR TOHUMU	300
TY00173	A 117 PATLICAN  TOHUMU	91
TŞ00366	BESTONA DOMATES TOHUMU	60.944
TŞ00672	PEMBOLA DOMATES TOHUMU	1.000
TŞ00423	ŞAHİKA DOMATESTOHUMU	300
TY00503	FERAH HIYAR TOHUMU	38.151
TY00618	KEYLA DOMATES  TOHUMU	9.714
TŞ00117	ZİRVE HIYAR TOHUMU	10
TŞ00031	SEMERKANT BİBER TOHUMU	643
TY00016	ÜSTÜN KARPUZ TOHUMU	11.800
TŞ00080	OMAR HIYAR TOHUMU	132
TŞ00931	ÇEVİK BİBER TOHUMU	188
TŞ00838	NESLİŞAH (EZ 9016) KAVUN TOHUMU	4.500
TŞ00515	ÖZEN BİBER TOHUMU	10.665
TŞ00074	MOSTAR BİBER TOHUMU	2.506
TŞ00549	YEKTA DOMATES TOHUMU	4.288
TŞ00478	CRİMSON STİLE KARPUZ TOHUMU	2.064
TŞ00217	PEMBEKÖY DOMATES TOHUMU	200
TY00737	TORREON  DOMATES TOHUMU	39.438
TŞ00917	BAYIR BİBER TOHUMU	8.967
TŞ00194	DOĞUŞ DOMATES TOHUMU	16.006
TŞ00732	YEDİCAN HIYAR TOHUMU	142.504
TŞ00861	SİRİUS DOMATES TOHUMU	14.326
TŞ00956	SÜTUN  BİBER TOHUMU	53.860
TY00720	OLAY HIYAR TOHUMU	7.452
TŞ00380	HUNTY BİBER TOHUMU	500
TŞ00900	TURKA 666 KAVUN TOHUMU	184.948
TŞ00403	ADR 146 DOMATES TOHUMU	47.637
TŞ00409	NAİM DOMATES TOHUMU	142
TŞ00708	BEYONSE BİBER TOHUMU	8.100
TŞ00872	SHERVİNA DOMATES TOHUMU	7.000
TŞ00807	VOLENTA DOMATES TOHUMU	800
TŞ01020	TİPO  BİBER TOHUMU	176.539
TŞ00455	ROUGINA RZ F1 (74-511) DOMATES TOHUMU	284.613
TŞ00810	CAZİBE BİBER TOHUMU	51.575
TŞ00924	1902 KARPUZ TOHUMU	2.900
TŞ00140	MARMARA DOMATES TOHUMU	3.353
TY00136	DEMİRÖZ DOMATES TOHUMU	104.083
TŞ00768	TARDU PATLICAN TOHUMU	18.686
TŞ00200	KARNAZ PATLICAN TOHUMU	400
TŞ00008	USTA KARPUZ TOHUMU	247.161
TŞ00340	A 117 PATLICAN TOHUMU	1.920
TŞ00449	FEDAYİ DOMATES TOHUMU	5.204
TŞ00486	TILSIM DOMATES TOHUMU	2.550
TŞ00641	TANAZ BİBER TOHUMU	12.666
TŞ00054	GÜLİZAR DOMATES TOHUMU	6.898
TŞ00048	GÜLKÖY DOMATES TOHUMU	12.992
TŞ00589	AYAZ  DOMATES TOHUMU	4.100
TY00660	TEMA (323) DOMATES  TOHUMU	16.000
TY00416	TAYKAN DOMATES TOHUMU	256.960
TŞ00206	GÜRAY BİBER TOHUMU	23.367
TŞ00655	ASYA DOMATES TOHUMU	800
TŞ00040	İNCİK BİBER TOHUMU	26.471
TŞ00762	AFET DOMATES TOHUMU	26.400
TŞ00489	ELİTE KARPUZ TOHUMU	5.400
TŞ01048	PARABOL DOMATES TOHUMU	5.800
TŞ00512	TEKİN BİBER TOHUMU	456
TŞ00556	ULUHAN DOMATES TOHUMU	26.582
TŞ00023	DİLEK ÜÇBURUN BİBER TOHUMU	71.309
TŞ00069	SEYİT DOMATES TOHUMU	206.524
TŞ00927	KUZU KAVUN TOHUMU	4.672
TŞ00728	VERMİLANZA DOMATES TOHUMU	76.290
TŞ00439	HAYFEE BİBER TOHUMU	812
TY00477	VERTY DOMATES TOHUMU	2.908
TŞ00270	MALAZGİRT HIYAR TOHUMU	73.176
TŞ00004	STARBURST KARPUZ TOHUMU	881.402
TŞ00756	KORNET KAVUN TOHUMU	2.452
TŞ00190	BİSON DOMATES ANACI TOHUMU	278
TŞ00929	HERKÜL PATLICAN TOHUMU	1.689
TŞ00422	DİRİLİŞ DOMATES TOHUMU	1.050
TŞ00273	SİHİRBAZ DOMATES TOHUMU	25.148
TY00451	MARS 77 HIYAR TOHUMU	5.360
TŞ00105	AGR 703 PATLICAN ANACI TOHUMU	340.512
TŞ00205	KORAY BİBER TOHUMU	1.784
TY00679	ADMİN DOMATES TOHUMU	11.876
TŞ00859	PARK PATLICAN TOHUMU	139.338
TŞ01030	CARNAVALE KARPUZ TOHUMU	85.260
TŞ00188	YENİGÜN DOMATES TOHUMU	500
TŞ00056	LAPÇİN DOMATES TOHUMU	63.678
TY00808	KANAKAN DOMATES TOHUMU	55.535
TŞ00657	KOSMOS PATLICAN TOHUMU	7.300
TŞ00136	DAVUT BEY KAVUN TOHUMU	6.829
TŞ00122	LUCINDA KARPUZ TOHUMU	30.424
TŞ00746	DOHKKO DOMATES ANACI TOHUMU	219.602
TŞ00575	SAVANORA BİBER TOHUMU	53.618
TŞ00091	AMİSOS HIYAR TOHUMU	11.307
TŞ00684	DUBLE KAVUN TOHUMU	644
TŞ00931	ÇEVİK BİBER TOHUMU	188
TŞ00956	SÜTUN  BİBER TOHUMU	53.860
TŞ01020	TİPO  BİBER TOHUMU	176.539
TY00136	DEMİRÖZ DOMATES TOHUMU	104.083
TŞ00675	POYRAZ KARPUZ TOHUMU	200
TY00113	ŞİMŞEK (3672) HIYAR TOHUMU	85.820
TŞ00077	YUSUF BEY KAVUN TOHUMU	500
TŞ00009	AZMAN KABAK ANACI TOHUMU	140.440
TŞ00970	TULGA DOMATES TOHUMU	50.470
TŞ00763	HAZAL BİBER TOHUMU	31.800
TŞ00849	BEŞDELİ DOMATES TOHUMU	2.500
TŞ00109	UYUM DOMATES TOHUMU	10.850
TŞ00701	FİLİKA DOMATES TOHUMU	15.385
TŞ00384	ALYANAK DOMATES TOHUMU	1.000
TŞ00152	ZÜMRA KAVUN TOHUMU	32.434
TŞ01071	KIZGIN BİBER TOHUMU	9.570
TŞ00275	TERMESOS  HIYAR TOHUMU	300
TŞ00985	DOLUNAY  DOMATES TOHUMU	1.000
TŞ00032	ANAMUR PATLICAN TOHUMU	13.115
TŞ00118	ARZUM DOMATES TOHUMU	1.050
TŞ00113	ZEUGMA KARPUZ TOHUMU	1.220
TŞ00413	MULTY DOMATES TOHUMU	2.400
TŞ00078	KAHRAMAN (14C0941) HIYAR TOHUMU	39.850
TŞ00399	LOTUS LT34 BİBER TOHUMU	800
TŞ00933	TURHAN BİBER TOHUMU	5.450
TY00464	GÜLEDA BİBER TOHUMU	138.840
TŞ00867	KOMUTAN DOMATES TOHUMU	900
TY00601	ÖZÜM DOMATES  TOHUMU	45.105
TŞ00809	KARTAL PATLICAN TOHUMU	1.785
TŞ00826	SUFİ PATLICAN TOHUMU	10.537
TŞ00348	MERTCAN BİBER TOHUMU	692
TŞ00162	REDGUARD DOMATES TOHUMU	684.829
TŞ01006	FULLCİN  BİBER TOHUMU	2.488
TŞ00925	HIRÇIN BİBER TOHUMU	17.000
TŞ00666	WDL 4304 KARPUZ TOHUMU	6.265
TŞ01067	TIRPAN BİBER TOHUMU	4.886
TŞ00514	TAURUS KARPUZ TOHUMU	850
TŞ00228	GAMZE DOMATES TOHUMU	200
TŞ01051	HONOR DOMATES ANACI TOHUMU	146.590
TŞ00365	BENİNO (35-403) BİBER TOHUMU	26.965
TŞ00165	MERKÜR DOMATES TOHUMU	1.971
TŞ00988	MASTERCHEF  DOMATES ANACI TOHUMU	150.000
TŞ00644	ŞELALE BİBER TOHUMU	62.442
TŞ00897	PRESİDENTİAL MARUL TOHUMU	89.812
TŞ00718	SAYGI DOMATES TOHUMU	8.824
TŞ00558	EFSUN DOMATES TOHUMU	110.000
TŞ00060	DOPİNK DOMATES TOHUMU	250
TY00253	TAKIL BİBER TOHUMU	4.750
TY00503	FERAH HIYAR TOHUMU	38.151
TŞ00117	ZİRVE HIYAR TOHUMU	10
TŞ00478	CRİMSON STİLE KARPUZ TOHUMU	2.064
TŞ00861	SİRİUS DOMATES TOHUMU	14.326
TŞ00140	MARMARA DOMATES TOHUMU	3.353
TŞ00810	CAZİBE BİBER TOHUMU	51.575
TŞ00762	AFET DOMATES TOHUMU	26.400
TŞ00410	SPRİT DOMATES ANACI TOHUMU	116.900
TŞ00703	PEKBAL DOMATES TOHUMU	300
TŞ00444	DOYRAN PATLICAN ANACI TOHUMU	133
TŞ00135	FERRO KABAK ANACI TOHUMU	2.641.921
TŞ00115	ÖZKAN DOMATES TOHUMU	264.939
TŞ01038	SV7484MA (ORANGE CANDY) KAVUN TOHUMU	968
TŞ00192	ENDAM KAVUN TOHUMU	10.118
TŞ00576	SF 549  BİBER TOHUMU	23.776
TŞ00026	YAKUT PATLICAN TOHUMU	59.338
TŞ00176	454 DOMATES ANACI TOHUMU	103.400
TŞ00476	PİNTEK DOMATES TOHUMU	13.367
TŞ00528	KİRVEM HIYAR TOHUMU	408
TŞ00921	YUDUM DOMATES TOHUMU	26.838
TŞ00830	ELVAN BİBER TOHUMU	830
TŞ00628	FİLİZ DOMATES TOHUMU	91.373
TŞ00552	DAVUT BİBER TOHUMU	2.000
TŞ00452	TOKLU DOMATES TOHUMU	600
TŞ00409	NAİM DOMATES TOHUMU	142
TŞ00696	NUN 03998 (AZOVİAN) DOMATES TOHUMU	83.392
TŞ00661	KARDİNAL BİBER TOHUMU	22
TŞ00177	ODİPUS KARPUZ TOHUMU	80.143
TŞ01031	FARİKA KARPUZ TOHUMU	11.800
TŞ00518	TORPİDO BİBER TOHUMU	18.000
TŞ00218	PANZER DOMATES TOHUMU	1.100
TŞ00450	ATOM DOMATES TOHUMU	200
TŞ00066	CRİMSON TİDE KARPUZ TOHUMU	10.768
TŞ01074	MEHTAP DOMATES TOHUMU	1.205
TŞ00923	721 TREND BİBER TOHUMU	2.948
TŞ00075	AYDA HIYAR TOHUMU	53.556
TŞ00052	JOKER DOMATES TOHUMU	3.039
TŞ00858	MOHİKAN DOMATES TOHUMU	45.000
TŞ00744	TABLET KABAK TOHUMU	10.248
TŞ00851	ADAŞ HIYAR TOHUMU	14.944
TY00730	ALP-148 KARPUZ TOHUMU	10.490
TŞ00976	FERGAN HIYAR TOHUMU	348
TŞ00668	WMH 6898 KARPUZ TOHUMU	5.680
TŞ00698	KUPA BİBER TOHUMU	900
TŞ00733	PATAL DOMATES TOHUMU	200.200
TŞ00559	OYUNBOZAN BİBER TOHUMU	105.106
TY00815	VEGASTAR KARPUZ TOHUMU	34.178
TŞ00400	7806 DOMATES TOHUMU	900
TŞ00391	FALCONSTAR (22 232)  HIYAR TOHUMU	56.750
TŞ00907	CİRİT BİBER TOHUMU	37.309
TY00104	SF 549 BİBER TOHUMU	14.668
TŞ00854	SAİTAMA BİBER TOHUMU	2.400
TŞ00368	MANİSA ÇİZGİLİ PATLICAN TOHUMU	4.558
TŞ00926	KUZGUN PATLICAN TOHUMU	606
TŞ00747	SUFLE DOMATES TOHUMU	1.463
TŞ00998	DAVİNCİ DOMATES TOHUMU	1.404
TŞ00377	CORSİCA PATLICAN TOHUMU	7.000
TŞ00644	ŞELALE BİBER TOHUMU	62.442
TŞ00897	PRESİDENTİAL MARUL TOHUMU	89.812
TŞ00718	SAYGI DOMATES TOHUMU	8.824
TŞ00558	EFSUN DOMATES TOHUMU	110.000
TŞ00060	DOPİNK DOMATES TOHUMU	250
TY00253	TAKIL BİBER TOHUMU	4.750
TY00503	FERAH HIYAR TOHUMU	38.151
TŞ00117	ZİRVE HIYAR TOHUMU	10
TŞ00478	CRİMSON STİLE KARPUZ TOHUMU	2.064
TŞ00861	SİRİUS DOMATES TOHUMU	14.326
TŞ00810	CAZİBE BİBER TOHUMU	51.575
TŞ00140	MARMARA DOMATES TOHUMU	3.353
TŞ00762	AFET DOMATES TOHUMU	26.400
TŞ00410	SPRİT DOMATES ANACI TOHUMU	116.900
TŞ00703	PEKBAL DOMATES TOHUMU	300
TŞ00860	SUZAN DOMATES TOHUMU	300
TŞ00833	TAYLOR DOMATES TOHUMU	18.000
TŞ00169	KONAK KAVUN TOHUMU	11.596
TŞ00932	CASANDRA DOMATES TOHUMU	7.100
TŞ00126	VİVİDFORT DOMATES ANACI TOHUMU	29
TŞ00467	SONGÜL DOMATES TOHUMU	2.793
TŞ00619	LİN KABAK TOHUMU	22.036
TŞ00485	NAVARA(306) DOMATES TOHUMU	15.689
TŞ00001	ARMSTRONG(500292) DOMATES ANACI TOHUMU	251.356
TŞ00101	ACAR KABAK ANACI TOHUMU	6.280
TŞ00642	RHİNO DOMATES ANACI TOHUMU	66.516
TŞ00734	SEVGİ KABAK TOHUMU	500
TY00732	TABLET KABAK TOHUMU	19.940
TŞ00935	SVTD 8033 DOMATES TOHUMU	1.932
TŞ00442	NEWTON DOMATES TOHUMU	11.893
TŞ00585	GÜNDEM DOMATES TOHUMU	200
TY00180	ALBERTY DOMATES TOHUMU	217
TŞ00903	KORNELYA  DOMATES TOHUMU	7.500
TŞ01070	LUCKY BİBER TOHUMU	23.455
TŞ00494	VAROL BİBER TOHUMU	235.750
TŞ00824	MONABELL DOMATES TOHUMU	7.878
TŞ00033	ARENA BİBER TOHUMU	49.500
TY00465	ZIPKIN BİBER TOHUMU	22.548
TŞ00428	ASG-407 BİBER TOHUMU	7.225
TŞ00451	KAPLAN (NS-4293) DOMATES TOHUMU	1.000
TŞ00871	SEYCHELLE DOMATES TOHUMU	1.339
TŞ00637	PRİZMA BİBER TOHUMU	11.374
TŞ00764	CENGİZ BİBER TOHUMU	10.485
TY00239	TASCA PATLICAN TOHUMU	330
TŞ00446	KARCAN PATLICAN TOHUMU	900
TŞ00755	ARMANTY KARPUZ TOHUMU	14.121
TŞ00280	EZ 9016 KAVUN TOHUMU	800
TŞ00727	MADALYON DOMATES TOHUMU	874
TŞ00031	SEMERKANT BİBER TOHUMU	643
TŞ00549	YEKTA DOMATES TOHUMU	4.288
TŞ00917	BAYIR BİBER TOHUMU	8.967
TŞ00768	TARDU PATLICAN TOHUMU	18.686
TŞ00048	GÜLKÖY DOMATES TOHUMU	12.992
TŞ00911	ATIF  BİBER TOHUMU	14.580
TŞ00363	VEYRON DOMATES TOHUMU	4.551
TY00509	FIRTINA HIYAR TOHUMU	534.259
TŞ00596	MİRAS DOMATES TOHUMU	2.921
TY00716	DUBLE KAVUN TOHUMU	4.821
TŞ00856	FERAYE BİBER TOHUMU	122.734
TŞ00803	VUSLAT BİBER TOHUMU	12.725
TŞ00630	PASAPORT DOMATES TOHUMU	175
TY00817	FİYONK DOMATES TOHUMU	30
TY00428	ŞÖLEN DOMATES TOHUMU	63
TŞ00579	ALPARSLAN PATLICAN TOHUMU	43.173
TŞ00496	BARÇA BİBER TOHUMU	1.684.789
TŞ00187	ASSİA BİBER TOHUMU	17.340
TŞ00588	KEYLA DOMATES TOHUMU	2.250
TY00014	EZ 9016 KAVUN TOHUMU	3.912
TŞ00591	FİGEN DOMATES TOHUMU	1.192
TŞ00390	VİTALE BİBER TOHUMU	59.237
TŞ00104	ARES KABAK ANAÇ TOHUMU	82.208
TŞ00253	FADİA HIYAR TOHUMU	878
TŞ00373	KANYON BİBER TOHUMU	48.345
TŞ00038	ANEMON BİBER TOHUMU	282.875
TŞ00139	WESTEROS KAVUN TOHUMU	56.190
TŞ00254	MRC07 HIYAR TOHUMU	4.324
TŞ00156	BONUS  KARPUZ TOHUMU	500
TŞ00474	KONSOLOS KAVUN TOHUMU	80.170
TY00657	SPEEDO BİBER TOHUMU	16.978
TŞ01044	KANYAS BİBER TOHUMU	12.298
TŞ00714	ACI BEY BİBER TOHUMU	689
TŞ00908	GNT 2929 DOMATES TOHUMU	114.638
TŞ00371	DODDO BİBER TOHUMU	8.100
TŞ00036	SAFKAN BİBER TOHUMU	1.776
TŞ00022	DOĞANAY BİBER TOHUMU	293.362
TY00791	WAT-0164 KARPUZ TOHUMU	970
TY00461	SOBEK BİBER TOHUMU	1.900
TŞ00912	LEROTA DOMATES TOHUMU	102.538
TŞ00217	PEMBEKÖY DOMATES TOHUMU	200
TŞ00194	DOĞUŞ DOMATES TOHUMU	16.006
TY00720	OLAY HIYAR TOHUMU	7.452
TŞ00008	USTA KARPUZ TOHUMU	247.161
TY00416	TAYKAN DOMATES TOHUMU	256.960
TŞ01048	PARABOL DOMATES TOHUMU	5.800
TŞ00848	TİGER DOMATES TOHUMU	2.000
TŞ01073	TETA 368 KAVUN TOHUMU	1.388
TY00362	JOKER KARPUZ TOHUMU	9.664
TŞ00822	RAPTOR DOMATES TOHUMU	1.130
TY00571	SÜTUN BİBER TOHUMU	13.892
TŞ00840	KIVANÇ HIYAR TOHUMU	250
TŞ01060	TRİFECTA  BİBER TOHUMU	8.000
TŞ00860	SUZAN DOMATES TOHUMU	300
TŞ00833	TAYLOR DOMATES TOHUMU	18.000
TŞ00169	KONAK KAVUN TOHUMU	11.596
TŞ00932	CASANDRA DOMATES TOHUMU	7.100
TŞ00126	VİVİDFORT DOMATES ANACI TOHUMU	29
TŞ00467	SONGÜL DOMATES TOHUMU	2.793
TŞ00619	LİN KABAK TOHUMU	22.036
TŞ00485	NAVARA(306) DOMATES TOHUMU	15.689
TŞ00001	ARMSTRONG(500292) DOMATES ANACI TOHUMU	251.356
TŞ00642	RHİNO DOMATES ANACI TOHUMU	66.516
TŞ00101	ACAR KABAK ANACI TOHUMU	6.280
TŞ00734	SEVGİ KABAK TOHUMU	500
TY00732	TABLET KABAK TOHUMU	19.940
TŞ00935	SVTD 8033 DOMATES TOHUMU	1.932
TŞ00156	BONUS  KARPUZ TOHUMU	500
TŞ00474	KONSOLOS KAVUN TOHUMU	80.170
TY00657	SPEEDO BİBER TOHUMU	16.978
TŞ01044	KANYAS BİBER TOHUMU	12.298
TŞ00714	ACI BEY BİBER TOHUMU	689
TŞ00908	GNT 2929 DOMATES TOHUMU	114.638
TŞ00371	DODDO BİBER TOHUMU	8.100
TŞ00036	SAFKAN BİBER TOHUMU	1.776
TŞ00022	DOĞANAY BİBER TOHUMU	293.362
TY00791	WAT-0164 KARPUZ TOHUMU	970
TY00461	SOBEK BİBER TOHUMU	1.900
TŞ00057	GÜLPEMBE DOMATES TOHUMU	40.944
TŞ00979	LOKMAN  BİBER TOHUMU	46.518
TŞ00143	CUMA DOMATES TOHUMU	201
TŞ00609	VELIT KABAK TOHUMU	3.700
TŞ00366	BESTONA DOMATES TOHUMU	60.944
TŞ00807	VOLENTA DOMATES TOHUMU	800
TŞ00200	KARNAZ PATLICAN TOHUMU	400
TŞ00486	TILSIM DOMATES TOHUMU	2.550
TŞ00234	DUMAS DOMATES TOHUMU	43
TŞ00034	ABİDE BİBER TOHUMU	2.352
TŞ00241	YAZEL HIYAR TOHUMU	54.406
TŞ00427	IRMAK BİBER TOHUMU	56.251
TŞ00341	KIVILCIM HIYAR TOHUMU	1.050
TY00145	ANKA KAVUN TOHUMU	935
TY00582	ŞİLİLİ BİBER TOHUMU	25.297
TŞ00470	BRETONA  KARPUZ TOHUMU	66.428
TY00567	DN KARPUZ TOHUMU	1.100
TŞ00987	VARGAS KARPUZ TOHUMU	35.356
TY00691	SIRAÇ KARPUZ TOHUMU	6.874
TŞ01000	PAYİDAR KABAK TOHUMU	4.542
TŞ00132	KAMENTA DOMATES TOHUMU	164.738
TY00011	ENDAM KAVUN TOHUMU	1.764
TŞ00418	ÖDÜL DOMATES TOHUMU	7.500
TŞ00502	KANUNİ DOMATES TOHUMU	963
TŞ00862	ERSOY DOMATES TOHUMU	1.000
TY00789	PARLA BİBER TOHUMU	11
TŞ00602	QUARESMA DOMATES TOHUMU	600
TŞ00093	ÜÇBURUN BİBER TOHUMU	89.225
TŞ01024	GÜLENAY DOMATES TOHUMU	4.093
TŞ00141	TASCA PATLICAN TOHUMU	3.740
TŞ00393	FORESTER DOMATES TOHUMU	1.543
TŞ00760	ZÜMRÜT KARPUZ TOHUMU	50.000
TŞ00184	JUPİTER KARPUZ TOHUMU	9.672
TŞ00568	YEREBAKAN BİBER TOHUMU	8.389
TŞ00127	SOLO HIYAR TOHUMU	1.973
TŞ00611	GAMORA DOMATES TOHUMU	500
TŞ01022	ANTSTAR HIYAR TOHUMU	7.104
TŞ01069	PRESTİJ BİBER TOHUMU	17.917
TŞ00018	ÇITIREX KAVUN TOHUMU	6.450
TŞ00211	HAWK PATLICAN ANACI TOHUMU	37.098
TŞ00643	BAMBUS DOMATES TOHUMU	3.351
TŞ00202	ANCHA DOMATES TOHUMU	60.308
TY00138	YT 195 HIYAR TOHUMU	56
TŞ00159	BAFRA BİBER TOHUMU	1.867
TŞ00116	STİL 41 DOMATES TOHUMU	11.864
TŞ00906	VOLVOX DOMATES TOHUMU	18
TŞ00765	NEVA BİBER TOHUMU	36.408
TŞ00546	UG 464913 DOMATES TOHUMU	73.422
TŞ00395	ÖZÜM DOMATES TOHUMU	19.976
TŞ00011	BOLGAN DOMATES TOHUMU	736
TY00173	A 117 PATLICAN  TOHUMU	91
TŞ00380	HUNTY BİBER TOHUMU	500
TŞ00872	SHERVİNA DOMATES TOHUMU	7.000
TŞ00681	RAMBO KAVUN TOHUMU	500
TŞ00512	TEKİN BİBER TOHUMU	456
TŞ00014	AVAR KABAK ANAÇ TOHUMU	2.591.334
TŞ00163	ELİKA DOMATES TOHUMU	41.444
TŞ00095	ENDAM DOMATES ANACI TOHUMU	70
TŞ00295	BUKET BİBER TOHUMU	138.264
TŞ00847	KÜHEYLAN BİBER TOHUMU	800
TŞ00823	SOYKAN DOMATES TOHUMU	28.400
TŞ00278	UYGAR BİBER TOHUMU	38.317
TŞ00178	VERTY F1 DOMATES TOHUMU	2.940
TŞ00146	ENJOY DOMATES TOHUMU	200
TŞ00719	ATLIKAN BİBER TOHUMU	137.757
TY00607	CİRİT BİBER TOHUMU	724
TŞ00547	GÜLÇİN DOMATES TOHUMU	94.947
TŞ00215	BRAVOS KAVUN TOHUMU	33.844
TŞ00915	GANİMET HIYAR TOHUMU	15.936
TŞ00743	CESUR HIYAR TOHUMU	17.156
TŞ00362	BERCESTE PATLICAN TOHUMU	8.031
TŞ00047	KUZEYKÖY DOMATES TOHUMU	150
TŞ00631	MERLOT KABAK TOHUMU	200
TY00739	HAPYNET DOMATES  TOHUMU	4
TŞ00113	ZEUGMA KARPUZ TOHUMU	1.220
TŞ00413	MULTY DOMATES TOHUMU	2.400
TŞ00078	KAHRAMAN (14C0941) HIYAR TOHUMU	39.850
TŞ00399	LOTUS LT34 BİBER TOHUMU	800
TŞ00933	TURHAN BİBER TOHUMU	5.450
TY00464	GÜLEDA BİBER TOHUMU	138.840
TŞ00867	KOMUTAN DOMATES TOHUMU	900
TY00601	ÖZÜM DOMATES  TOHUMU	45.105
TŞ00809	KARTAL PATLICAN TOHUMU	1.785
TŞ00826	SUFİ PATLICAN TOHUMU	10.537
TŞ00348	MERTCAN BİBER TOHUMU	692
TŞ00162	REDGUARD DOMATES TOHUMU	684.829
TŞ01006	FULLCİN  BİBER TOHUMU	2.488
TŞ00925	HIRÇIN BİBER TOHUMU	17.000
TŞ00666	WDL 4304 KARPUZ TOHUMU	6.265
TŞ00050	GUSTO DOMATES TOHUMU	1.894
TŞ00711	MELCHOR BİBER TOHUMU	74.408
TY00599	SUFLE  DOMATES TOHUMU	354
TŞ00191	AMARON DOMATES ANACI TOHUMU	150.685
TŞ01029	UMAY KARPUZ TOHUMU	2.200
TŞ00182	MAMSTON DOMATES TOHUMU	200
TŞ00211	HAWK PATLICAN ANACI TOHUMU	37.098
TŞ00643	BAMBUS DOMATES TOHUMU	3.351
TY00138	YT 195 HIYAR TOHUMU	56
TŞ00202	ANCHA DOMATES TOHUMU	60.308
TŞ00159	BAFRA BİBER TOHUMU	1.867
TŞ00116	STİL 41 DOMATES TOHUMU	11.864
TŞ00906	VOLVOX DOMATES TOHUMU	18
TŞ00383	KIZILKAYA DOMATES TOHUMU	2.456
TŞ00051	ALTİMA DOMATES TOHUMU	508
TŞ00283	BOĞAÇ PATLICAN ANACI TOHUMU	69.855
TY00488	EFSUN DOMATES TOHUMU	10
TŞ00716	KAPLAN BİBER TOHUMU	51.726
TŞ00017	ERGEN DOMATES TOHUMU	23.455
TŞ00678	TOROS HIYAR TOHUMU	1.720
TY00618	KEYLA DOMATES  TOHUMU	9.714
TŞ00074	MOSTAR BİBER TOHUMU	2.506
TŞ00403	ADR 146 DOMATES TOHUMU	47.637
TŞ00924	1902 KARPUZ TOHUMU	2.900
TY00660	TEMA (323) DOMATES  TOHUMU	16.000
TŞ00040	İNCİK BİBER TOHUMU	26.471
TŞ00335	CLXTPG04 DOMATES ANACI TOHUMU	266.756
TŞ00149	JUNIOR HIYAR TOHUMU	300
TŞ01068	BİRLİK BİBER TOHUMU	22.085
TŞ00049	YÜKSELKÖY DOMATES TOHUMU	200
TŞ00158	KANDEMİR KARPUZ TOHUMU	138.005
TŞ00015	BIGMEK DOMATES TOHUMU	84.439
TŞ00035	PUNTO BİBER TOHUMU	102
TŞ00344	SENATOR HIYAR TOHUMU	308
TŞ00610	BORSA DOMATES TOHUMU	100
TŞ00653	CANKIZ KAVUN TOHUMU	3.856
TŞ00367	BAYRAK BİBER TOHUMU	1.570
TŞ00542	KASIRGA BİBER TOHUMU	57.190
TŞ00955	SPEEDO BİBER TOHUMU	58.037
TŞ00881	OĞUZCAN  HIYAR TOHUMU	1.956
TŞ01005	KUBAT BİBER TOHUMU	2.945
TŞ00233	CÖMERT BİBER TOHUMU	125.089
